codice_isolato,agriturismo_strutture,locazione_turistica_strutture,albergo_strutture,aperto_strutture,complementare_strutture,extra_alberghiero_strutture,altro_strutture,agriturismo_letti,locazione_turistica_letti,albergo_letti,aperto_letti,complementare_letti,extra_alberghiero_letti,altro_letti,totale_strutture,totale_letti,data,codice_gruppo,codice_localita,codice_municipalita,codice_quartiere,nome_gruppo,nome_localita,nome_municipalita,nome_quartiere
270422494,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422495,0,5,0,0,0,0,0,0,21,0,0,0,0,0,5,21,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422497,0,0,0,0,1,0,0,0,0,0,0,8,0,0,1,8,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422500,0,3,1,0,0,0,0,0,11,63,0,0,0,0,4,74,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422501,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422502,0,1,0,0,1,0,0,0,4,0,0,6,0,0,2,10,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422503,0,2,0,0,0,0,0,0,22,0,0,0,0,0,2,22,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422507,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,5,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422509,0,3,0,0,0,0,0,0,12,0,0,0,0,0,3,12,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422510,0,2,0,0,0,0,0,0,6,0,0,0,0,0,2,6,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422511,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422512,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,5,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422514,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422515,0,0,1,0,1,0,0,0,0,47,0,6,0,0,2,53,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422517,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422518,0,2,0,0,0,0,0,0,8,0,0,0,0,0,2,8,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422520,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,6,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422521,0,4,1,0,0,0,0,0,20,54,0,0,0,0,5,74,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422523,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,3,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422524,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,5,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422525,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,3,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422526,0,4,0,0,0,0,0,0,17,0,0,0,0,0,4,17,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422530,0,0,0,0,2,0,0,0,0,0,0,16,0,0,2,16,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422531,0,2,0,0,0,0,0,0,6,0,0,0,0,0,2,6,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422532,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422536,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,6,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422537,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422546,0,3,0,0,0,0,0,0,13,0,0,0,0,0,3,13,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422547,0,5,0,0,0,0,0,0,28,0,0,0,0,0,5,28,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422548,0,3,4,0,0,0,0,0,17,192,0,0,0,0,7,209,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422550,0,2,2,0,0,0,0,0,10,260,0,0,0,0,4,270,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422551,0,4,0,0,0,0,0,0,17,0,0,0,0,0,4,17,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422552,0,2,0,0,0,0,0,0,12,0,0,0,0,0,2,12,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422555,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,4,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422556,0,4,0,0,0,0,0,0,12,0,0,0,0,0,4,12,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422557,0,13,1,0,3,0,0,0,54,55,0,12,0,0,17,121,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422559,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,5,2018-12-03,3,270425091,4,10,Terraferma,Villaggio San Marco,Mestre - Carpenedo,Mestre Centro
270422560,0,1,0,0,1,0,0,0,4,0,0,9,0,0,2,13,2018-12-03,3,270425091,4,10,Terraferma,Villaggio San Marco,Mestre - Carpenedo,Mestre Centro
270422562,0,1,0,0,0,0,0,0,10,0,0,0,0,0,1,10,2018-12-03,3,270425091,4,10,Terraferma,Villaggio San Marco,Mestre - Carpenedo,Mestre Centro
270422577,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425091,4,10,Terraferma,Villaggio San Marco,Mestre - Carpenedo,Mestre Centro
270422579,0,0,2,0,0,0,0,0,0,231,0,0,0,0,2,231,2018-12-03,3,270425091,4,10,Terraferma,Villaggio San Marco,Mestre - Carpenedo,Mestre Centro
270422580,0,6,2,0,2,0,0,0,29,78,0,12,0,0,10,119,2018-12-03,3,270425091,4,10,Terraferma,Villaggio San Marco,Mestre - Carpenedo,Mestre Centro
270422589,0,4,0,0,0,0,0,0,11,0,0,0,0,0,4,11,2018-12-03,3,270425091,4,10,Terraferma,Villaggio San Marco,Mestre - Carpenedo,Mestre Centro
270422590,0,2,0,0,0,0,0,0,6,0,0,0,0,0,2,6,2018-12-03,3,270425091,4,10,Terraferma,Villaggio San Marco,Mestre - Carpenedo,Mestre Centro
270422592,0,2,0,0,0,0,0,0,10,0,0,0,0,0,2,10,2018-12-03,3,270425091,4,10,Terraferma,Villaggio San Marco,Mestre - Carpenedo,Mestre Centro
270422594,0,3,0,0,2,0,0,0,15,0,0,12,0,0,5,27,2018-12-03,3,270425091,4,10,Terraferma,Villaggio San Marco,Mestre - Carpenedo,Mestre Centro
270422595,0,4,0,0,0,0,0,0,18,0,0,0,0,0,4,18,2018-12-03,3,270425091,4,10,Terraferma,Villaggio San Marco,Mestre - Carpenedo,Mestre Centro
270422601,0,0,1,0,0,0,0,0,0,360,0,0,0,0,1,360,2018-12-03,3,270425096,4,10,Terraferma,Aree Non Altrove Classificate (M.4 - Q.10),Mestre - Carpenedo,Mestre Centro
270422605,0,6,0,0,0,0,0,0,20,0,0,0,0,0,6,20,2018-12-03,3,270425092,4,10,Terraferma,Altobello,Mestre - Carpenedo,Mestre Centro
270422607,0,2,0,0,0,0,0,0,7,0,0,0,0,0,2,7,2018-12-03,3,270425092,4,10,Terraferma,Altobello,Mestre - Carpenedo,Mestre Centro
270422608,0,3,0,0,0,0,0,0,12,0,0,0,0,0,3,12,2018-12-03,3,270425092,4,10,Terraferma,Altobello,Mestre - Carpenedo,Mestre Centro
270422609,0,4,0,0,1,0,0,0,20,0,0,6,0,0,5,26,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422610,0,10,0,0,0,0,0,0,44,0,0,0,0,0,10,44,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422616,0,5,0,0,1,0,0,0,26,0,0,6,0,0,6,32,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422617,0,0,0,0,1,0,0,0,0,0,0,32,0,0,1,32,2018-12-03,3,270425092,4,10,Terraferma,Altobello,Mestre - Carpenedo,Mestre Centro
270422619,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425092,4,10,Terraferma,Altobello,Mestre - Carpenedo,Mestre Centro
270422620,0,5,0,0,0,0,0,0,18,0,0,0,0,0,5,18,2018-12-03,3,270425092,4,10,Terraferma,Altobello,Mestre - Carpenedo,Mestre Centro
270422621,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,6,2018-12-03,3,270425092,4,10,Terraferma,Altobello,Mestre - Carpenedo,Mestre Centro
270422623,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,6,2018-12-03,3,270425094,4,10,Terraferma,Zona Commerciale Via Torino,Mestre - Carpenedo,Mestre Centro
270422624,0,2,0,0,0,0,0,0,10,0,0,0,0,0,2,10,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422625,0,5,0,0,0,0,0,0,21,0,0,0,0,0,5,21,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422626,0,2,0,0,2,0,0,0,10,0,0,11,0,0,4,21,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422627,0,2,0,0,0,0,0,0,10,0,0,0,0,0,2,10,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422628,0,3,0,0,1,0,0,0,18,0,0,3,0,0,4,21,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422629,0,5,2,0,0,0,0,0,34,484,0,0,0,0,7,518,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422631,0,4,0,0,1,0,0,0,17,0,0,6,0,0,5,23,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422634,0,6,1,0,0,0,0,0,14,752,0,0,0,0,7,766,2018-12-03,3,270425094,4,10,Terraferma,Zona Commerciale Via Torino,Mestre - Carpenedo,Mestre Centro
270422637,0,20,0,0,0,0,0,0,43,0,0,0,0,0,20,43,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422643,0,0,2,0,0,0,0,0,0,140,0,0,0,0,2,140,2018-12-03,3,270425094,4,10,Terraferma,Zona Commerciale Via Torino,Mestre - Carpenedo,Mestre Centro
270422648,0,1,0,0,1,0,0,0,6,0,0,3,0,0,2,9,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422649,0,2,0,0,0,0,0,0,8,0,0,0,0,0,2,8,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422650,0,4,0,0,1,0,0,0,27,0,0,4,0,0,5,31,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422653,0,3,0,0,0,0,0,0,20,0,0,0,0,0,3,20,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422654,0,3,0,0,2,0,0,0,11,0,0,9,0,0,5,20,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422655,0,4,0,0,0,0,0,0,16,0,0,0,0,0,4,16,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422656,0,0,1,0,0,0,0,0,0,21,0,0,0,0,1,21,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422657,0,9,0,0,2,0,0,0,44,0,0,12,0,0,11,56,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422658,0,2,0,0,0,0,0,0,9,0,0,0,0,0,2,9,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422660,0,1,2,0,0,0,0,0,17,96,0,0,0,0,3,113,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422661,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422662,0,1,0,0,1,0,0,0,4,0,0,12,0,0,2,16,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422663,0,4,0,0,1,0,0,0,11,0,0,1076,0,0,5,1087,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422664,0,5,0,0,1,0,0,0,18,0,0,4,0,0,6,22,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422665,0,1,1,0,0,0,0,0,4,64,0,0,0,0,2,68,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422666,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,6,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422667,0,5,0,0,0,0,0,0,23,0,0,0,0,0,5,23,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422668,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422669,0,2,0,0,2,0,0,0,10,0,0,20,0,0,4,30,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422672,0,7,0,0,1,1,0,0,46,0,0,6,7,0,9,59,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422673,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422674,0,8,0,0,0,0,0,0,22,0,0,0,0,0,8,22,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422675,0,3,0,0,0,0,0,0,11,0,0,0,0,0,3,11,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422676,0,5,0,0,2,0,0,0,17,0,0,13,0,0,7,30,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422677,0,4,0,0,1,0,0,0,22,0,0,68,0,0,5,90,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422678,0,5,0,0,0,0,0,0,19,0,0,0,0,0,5,19,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422679,0,2,0,0,0,0,0,0,6,0,0,0,0,0,2,6,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422681,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,5,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422682,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422684,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,6,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422685,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422686,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422687,0,2,0,0,1,0,0,0,14,0,0,8,0,0,3,22,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422689,0,2,0,0,0,0,0,0,8,0,0,0,0,0,2,8,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422690,0,1,0,0,1,0,0,0,4,0,0,6,0,0,2,10,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422691,0,1,1,0,1,0,0,0,10,27,0,3,0,0,3,40,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422692,0,0,2,0,3,0,0,0,0,103,0,17,0,0,5,120,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422693,0,14,0,0,0,0,0,0,46,0,0,0,0,0,14,46,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422694,0,3,0,0,0,0,0,0,12,0,0,0,0,0,3,12,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422698,0,4,0,0,0,0,0,0,17,0,0,0,0,0,4,17,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422699,0,3,0,0,0,0,0,0,13,0,0,0,0,0,3,13,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422700,0,2,0,0,0,0,0,0,8,0,0,0,0,0,2,8,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422701,0,4,0,0,0,0,0,0,15,0,0,0,0,0,4,15,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422703,0,2,3,0,5,1,0,0,13,529,0,46,5,0,11,593,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422704,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,6,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422706,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422707,0,10,1,0,1,0,0,0,51,22,0,6,0,0,12,79,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422709,0,7,1,0,1,1,0,0,35,30,0,4,5,0,10,74,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422710,0,4,2,0,0,0,0,0,24,277,0,0,0,0,6,301,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422715,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,6,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422716,0,1,0,0,0,0,0,0,8,0,0,0,0,0,1,8,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422718,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,5,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422720,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,3,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422721,0,3,0,0,2,0,0,0,20,0,0,13,0,0,5,33,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422722,0,0,1,0,1,0,0,0,0,39,0,13,0,0,2,52,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422723,0,2,0,0,1,0,0,0,10,0,0,5,0,0,3,15,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422724,0,7,1,0,0,0,0,0,29,44,0,0,0,0,8,73,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422725,0,5,0,0,1,0,0,0,20,0,0,8,0,0,6,28,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422726,0,1,0,0,0,0,0,0,8,0,0,0,0,0,1,8,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422727,0,0,0,0,2,0,0,0,0,0,0,10,0,0,2,10,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422728,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422732,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,5,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422733,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,5,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422734,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,6,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422736,0,2,0,0,3,0,0,0,8,0,0,14,0,0,5,22,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422737,0,1,0,0,0,0,0,0,8,0,0,0,0,0,1,8,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422738,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422740,0,4,0,0,2,0,0,0,19,0,0,6,0,0,6,25,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422741,0,8,0,0,0,0,0,0,23,0,0,0,0,0,8,23,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422743,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,5,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422745,0,2,0,0,0,0,0,0,9,0,0,0,0,0,2,9,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422746,0,2,0,0,0,0,0,0,7,0,0,0,0,0,2,7,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422748,0,4,0,0,0,0,0,0,12,0,0,0,0,0,4,12,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422753,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422756,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422760,0,3,1,0,0,0,0,0,17,45,0,0,0,0,4,62,2018-12-03,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422763,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422770,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2018-12-03,3,270425097,5,11,Terraferma,Cipressina,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422772,0,0,2,0,0,0,0,0,0,506,0,0,0,0,2,506,2018-12-03,3,270425097,5,11,Terraferma,Cipressina,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422775,0,2,0,0,0,0,0,0,7,0,0,0,0,0,2,7,2018-12-03,3,270425097,5,11,Terraferma,Cipressina,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422783,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,6,2018-12-03,3,270425097,5,11,Terraferma,Cipressina,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422796,0,0,0,0,1,0,0,0,0,0,0,22,0,0,1,22,2018-12-03,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422798,0,0,1,0,0,0,0,0,0,48,0,0,0,0,1,48,2018-12-03,3,270425098,5,11,Terraferma,Molino Ronchin,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422803,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,4,2018-12-03,3,270425099,5,11,Terraferma,Zelarino,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422807,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,5,2018-12-03,3,270425099,5,11,Terraferma,Zelarino,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
